id	filename	md5	size	state
002c7ead-0e16-4a3f-ae29-5ffcfdcd2e3a	002c7ead-0e16-4a3f-ae29-5ffcfdcd2e3a/c45fe186-f0ba-4017-a8f6-a511c1b000eb.htseq.counts.gz	8fada0020d5ccd1a03fade4d4f1bbb86	256287	validated
00af6745-18ba-4c18-9b9e-95e79d5915b8	00af6745-18ba-4c18-9b9e-95e79d5915b8/02759563-fa2b-4d96-ab78-dd7fee7513d4.htseq.counts.gz	d72d0743bd8db63a20dc215ec9e0298f	247608	validated
00c05634-5eb9-4555-885c-4b24cfc0c8fa	00c05634-5eb9-4555-885c-4b24cfc0c8fa/d8fea32d-3ef0-4d7b-8b3e-7619ec2ad987.htseq.counts.gz	ae8b573c27c19d7a5580398c0964fa31	250213	validated
01543acc-2ec7-4a07-bcdf-c2de83b72965	01543acc-2ec7-4a07-bcdf-c2de83b72965/c64c76e7-635c-458e-a032-07775aeb03d9.htseq.counts.gz	ef3d2f6f07bde0c32c008b54d4c7fe6c	257434	validated
0645ee3f-a0d8-4959-b674-3d5a10067c5f	0645ee3f-a0d8-4959-b674-3d5a10067c5f/fd3c752c-4a40-4ae9-bfb0-b0315eca3d1d.htseq.counts.gz	989969853d2d3010deb3ceffef134fcb	253626	validated
0ad1cc1a-7122-493d-8675-7a3d0a1e37f0	0ad1cc1a-7122-493d-8675-7a3d0a1e37f0/d65401e7-2bde-4b7e-b901-c173dd3cd33d.htseq.counts.gz	4584fa2bfc6ef9b7bd61e937565d10b0	255571	validated
0d6d6b05-990e-4ab1-8638-dbeab7110583	0d6d6b05-990e-4ab1-8638-dbeab7110583/bb12bb45-2c4a-46dc-98dd-9acbe2a0c4ee.htseq.counts.gz	5fe1030fe29d3a65c4280a377c6c597b	248079	validated
0db3697d-c15e-4408-a368-0e852686bdd3	0db3697d-c15e-4408-a368-0e852686bdd3/690796a7-a685-4fcf-a121-33261d9fdd83.htseq.counts.gz	f6d55bc6881412298e2cb0d9e432fcad	252719	validated
1216fdbd-76aa-46a8-b5ee-5d1954677cd9	1216fdbd-76aa-46a8-b5ee-5d1954677cd9/7487d66f-3ca5-4df9-ac9e-88f0af7838c3.htseq.counts.gz	afb3373ef79e4436a91ac88374a7ef8b	247293	validated
14e13b23-ff93-49b3-8988-5268e7dff560	14e13b23-ff93-49b3-8988-5268e7dff560/c5dde43f-eb24-4d24-92ca-932bb79ea7aa.htseq.counts.gz	4b40d133fa33e23f6da109e92a62e4d3	256697	validated
163067bc-531e-422c-b86e-df99292daca3	163067bc-531e-422c-b86e-df99292daca3/4f882084-0568-4c2c-9c87-6b376eea8247.htseq.counts.gz	0a92c2ddaa725aafb33d819f49610bf3	255936	validated
184de278-c832-49b7-a5e3-6ba570852c7a	184de278-c832-49b7-a5e3-6ba570852c7a/4aef3e8e-65b4-4494-8c05-f0f1b5e0a0a0.htseq.counts.gz	354e8aa6afa369c2cffa96f9654ac91a	254604	validated
1a21e65d-e15d-4427-a7e2-d9d96308bdb6	1a21e65d-e15d-4427-a7e2-d9d96308bdb6/003d640d-3bfc-4791-b241-4a3206d49468.htseq.counts.gz	5c5a2bb72edaa34b00aa4dbbbc3475bd	262896	validated
1a655615-70ff-4142-9f12-8c840b2d0a42	1a655615-70ff-4142-9f12-8c840b2d0a42/88522aae-be2d-4899-b32a-c35a39c25b89.htseq.counts.gz	c3e9813c3050a0168ff05b793ad3c15d	255863	validated
1ac0ebce-7c3f-4bd0-b3b3-b10992cf8729	1ac0ebce-7c3f-4bd0-b3b3-b10992cf8729/2c9671e1-e001-4565-862a-a4845c9bad4f.htseq.counts.gz	30f9ba18086fab6c2135a274fefa849a	254710	validated
203eb0fe-47e0-4b50-bf3a-81ff71afd926	203eb0fe-47e0-4b50-bf3a-81ff71afd926/445fb7df-2bd7-4324-9423-23b573ada13d.htseq.counts.gz	179fb41e174ba74c978493026732790a	252481	validated
2154c9df-56e8-4281-b917-9618ea1224dc	2154c9df-56e8-4281-b917-9618ea1224dc/56ce81a1-b4ae-4567-a140-4a68c34aabf3.htseq.counts.gz	608e873f62d006c2edb5509730c63172	250230	validated
22b167ed-6e7a-4e02-8110-831dfcfc8070	22b167ed-6e7a-4e02-8110-831dfcfc8070/c09b211e-fb38-415d-bca4-487c9844ca39.htseq.counts.gz	86139f337754a98367630d563ad120eb	252393	validated
22e7bdf0-e996-4c27-8838-c13d4e58baad	22e7bdf0-e996-4c27-8838-c13d4e58baad/0fa42346-ce4a-4f63-832f-e347145b8c72.htseq.counts.gz	882ac5dba85c7a75201256d981cc5be2	253774	validated
24384a6c-25c8-4b67-a075-85490015cb6d	24384a6c-25c8-4b67-a075-85490015cb6d/79bc5610-8e95-4d2d-a3e1-8cdb75398752.htseq.counts.gz	1ba32790bc9f93f48a47a69839198ab4	255014	validated
256262b8-2ab3-4ba9-adba-0c9fe2963dcd	256262b8-2ab3-4ba9-adba-0c9fe2963dcd/33895df9-2355-4a0b-ab6e-6218062ff40f.htseq.counts.gz	7f4c3c0042f93c2dc03e4b410c906f91	250105	validated
25e71ef2-e0bb-4d98-aefd-90960f95336c	25e71ef2-e0bb-4d98-aefd-90960f95336c/ca75ae4d-3d90-46d7-9544-fd71dd6c87b2.htseq.counts.gz	681ea9a5d59de4edf1af0bec9b6e12e5	250101	validated
26b38d50-bdb5-4066-bce2-cd774977968b	26b38d50-bdb5-4066-bce2-cd774977968b/7d9d7119-4a9e-46f6-b758-153bfcc869a5.htseq.counts.gz	df48635b3fafc929924f62a4a527137e	258170	validated
294f1bd6-bcce-4e3d-83f2-7f276a3107c6	294f1bd6-bcce-4e3d-83f2-7f276a3107c6/d3c28191-633f-4e3b-b22d-d5cd4d8686fa.htseq.counts.gz	82d454df90c256ad11f9095a71410a7e	252538	validated
2b50c27e-6406-4a6a-8555-c77918c78346	2b50c27e-6406-4a6a-8555-c77918c78346/c77a24cf-b389-4c74-8477-792a1529b1fb.htseq.counts.gz	a7ba45be16f8531a348703c14249baca	248138	validated
2e116127-89a9-43ea-945e-67ebc7c1bb00	2e116127-89a9-43ea-945e-67ebc7c1bb00/7eed3c23-853b-4d0e-9b2d-81990f2ca0c6.htseq.counts.gz	e7d615f0f0d2a1009ce74cceb7c1283c	249435	validated
2f1f5190-ad8c-4639-841f-2e01f699961d	2f1f5190-ad8c-4639-841f-2e01f699961d/883728dd-ee8e-41ff-9507-1893977ad754.htseq.counts.gz	d5322d47493633b7dd1ab17e47cb5eea	254481	validated
2f4f2019-6e59-4a2a-bc94-fc87f6386484	2f4f2019-6e59-4a2a-bc94-fc87f6386484/58364fa1-64c1-4f78-9776-1f2eda22a9b8.htseq.counts.gz	6d11dea0e7b5f32c9d64b27f3404ee36	254308	validated
311708c0-48f7-4313-be34-6bfbf46c88b1	311708c0-48f7-4313-be34-6bfbf46c88b1/8682197b-7b3d-4d3f-8f3d-8be702aa02fd.htseq.counts.gz	86c936526627d4b1a2dd7bad55baed7b	257024	validated
313fe71e-7a50-43f9-bd28-4c65127aecad	313fe71e-7a50-43f9-bd28-4c65127aecad/e457f8f6-fe2c-4314-a831-c9aa095d4bc7.htseq.counts.gz	22d9bcd8ac0a38e146926ab1ff6388f1	255877	validated
322ff50a-fb6a-417c-a9ac-012b7bc924df	322ff50a-fb6a-417c-a9ac-012b7bc924df/ee2002e1-39a4-4d50-9d37-1beea973830e.htseq.counts.gz	2759c895d90804f74ef9cd81538d964e	255079	validated
370141b7-9a56-41a9-8ad8-ad4afd6fdc93	370141b7-9a56-41a9-8ad8-ad4afd6fdc93/bb3e9961-3505-41e8-9d11-7f511c2d9cb1.htseq.counts.gz	2a9737bc464409cea3fdb3ddfb414c12	255971	validated
3746f050-7275-426c-88e4-ba9f16e1c3ae	3746f050-7275-426c-88e4-ba9f16e1c3ae/44ebe859-bc4f-40c1-bdb9-1fa970b680da.htseq.counts.gz	fa472b25ee2d954e578d5100801064b0	252966	validated
37af93b0-70b7-48e4-8a57-20a820ec37cf	37af93b0-70b7-48e4-8a57-20a820ec37cf/83ae9156-437f-4ca1-b66b-43f8559ff592.htseq.counts.gz	b35c62bd27b243576fc9e0233554db98	253319	validated
37c8c51f-49ca-4a30-8260-a44bc89c1569	37c8c51f-49ca-4a30-8260-a44bc89c1569/e733093b-8a60-46d7-9ddd-ec8a82206126.htseq.counts.gz	899bbc50144486e87aa7d5c561a70fd5	253756	validated
